neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,type,rating,bedroom,bed,bath
Nrrebro,55.68644,12.551,Private room,520,2,0,0,Rental unit in Copenhagen ·,,1.0,1.0,
Nrrebro,55.70409,12.55218,Entire home/apt,800,4,1,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Bispebjerg,55.7036,12.52814,Entire home/apt,795,2,1,39,Rental unit in Copenhagen · ★New ·,,1.0,1.0,1.0
Indre By,55.68313,12.57882,Private room,1500,1,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.65659,12.59177,Entire home/apt,1635,1,30,365,Loft in Copenhagen · ★,4.73,1.0,1.0,1.0
Brnshj-Husum,55.71841,12.48477,Private room,124,90,0,0,Rental unit in Copenhagen ·,,1.0,1.0,
Amager Vest,55.65657,12.59177,Entire home/apt,2213,1,4,365,Serviced apartment in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.69393,12.54588,Entire home/apt,1399,4,1,8,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Nrrebro,55.68878,12.54155,Entire home/apt,1457,1,28,82,Condo in Copenhagen · ★,4.71,2.0,2.0,1.0
Vanlse,55.69328,12.48353,Entire home/apt,625,3,25,111,Guesthouse in Copenhagen · ★,4.96,1.0,1.0,1.0
sterbro,55.70538,12.58447,Entire home/apt,900,4,0,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66098,12.56352,Entire home/apt,6000,2,0,0,Rental unit in Copenhagen ·,,2.0,2.0,2.0
Indre By,55.68159,12.5906,Entire home/apt,1277,4,68,39,Condo in Copenhagen · ★,4.88,1.0,1.0,1.0
Nrrebro,55.70673,12.55661,Entire home/apt,700,2,36,0,Rental unit in Copenhagen · ★,4.89,1.0,1.0,1.0
sterbro,55.6998,12.59505,Entire home/apt,1586,3,30,25,Condo in Copenhagen · ★,4.67,2.0,2.0,1.0
Nrrebro,55.70614,12.55058,Entire home/apt,350,3,18,6,Rental unit in Copenhagen · ★,4.89,1.0,1.0,1.0
Bispebjerg,55.7056,12.52053,Entire home/apt,400,21,1,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Bispebjerg,55.70817,12.53129,Private room,389,30,9,299,Rental unit in Copenhagen · ★,4.0,1.0,1.0,
Indre By,55.68012,12.59197,Entire home/apt,2215,2,41,22,Rental unit in Copenhagen · ★,4.85,2.0,2.0,1.0
Amager Vest,55.66593,12.57843,Entire home/apt,549,3,1,0,Rental unit in Copenhagen · Studio ·,,,2.0,1.0
Amager st,55.64897,12.61796,Entire home/apt,556,1,119,227,Rental unit in Copenhagen · ★,4.67,,1.0,1.0
Vesterbro-Kongens Enghave,55.67072,12.55698,Entire home/apt,1000,1,0,274,Condo in Copenhagen ·,,1.0,1.0,1.0
Nrrebro,55.68559,12.54829,Entire home/apt,500,1,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
sterbro,55.70321,12.58427,Entire home/apt,500,3,30,0,Rental unit in Copenhagen · ★,4.67,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67028,12.5488,Entire home/apt,960,1,0,202,Rental unit in Copenhagen · ★New ·,,2.0,2.0,1.0
Indre By,55.67319,12.59584,Entire home/apt,874,7,2,5,Condo in Copenhagen ·,,1.0,1.0,1.0
Bispebjerg,55.69624,12.52787,Entire home/apt,680,5,2,11,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Nrrebro,55.70522,12.55011,Private room,350,2,1,0,Rental unit in Copenhagen ·,,1.0,1.0,
Vesterbro-Kongens Enghave,55.66505813598633,12.541976928710938,Entire home/apt,1500,2,27,18,Rental unit in Copenhagen · ★,4.85,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66962,12.54688,Entire home/apt,1464,3,18,308,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
sterbro,55.7278,12.56993,Entire home/apt,1200,7,0,0,Home in Hellerup ·,1.5,3.0,3.0,5.0
Nrrebro,55.69199,12.56481,Entire home/apt,1288,6,4,16,Condo in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.69177,12.55387,Entire home/apt,775,4,0,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Indre By,55.67209,12.59153,Entire home/apt,1362,7,9,354,Condo in Copenhagen · ★,4.78,1.0,1.0,1.0
Valby,55.6583,12.5051,Entire home/apt,1021,2,11,0,Rental unit in Copenhagen · ★,4.64,2.0,2.0,1.0
Amager Vest,55.66808,12.57995,Entire home/apt,2214,3,9,119,Rental unit in Copenhagen · ★,4.89,1.0,1.0,1.0
Valby,55.66058,12.51344,Entire home/apt,1000,12,0,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Indre By,55.67746,12.58054,Entire home/apt,5000,6,0,365,Condo in Copenhagen ·,,2.0,2.0,1.0
Valby,55.6548,12.50477,Entire home/apt,1300,14,0,0,Rental unit in Copenhagen ·,,3.0,3.0,1.0
Amager st,55.65494,12.61241,Entire home/apt,771,3,2,0,Condo in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.66619,12.58243,Entire home/apt,1000,1,6,25,Condo in Copenhagen · ★,5.0,1.0,1.0,1.0
Frederiksberg,55.6733,12.54818,Entire home/apt,2000,3,5,4,Condo in Frederiksberg · ★,5.0,2.0,2.0,1.0
Brnshj-Husum,55.70516,12.49599,Entire home/apt,500,2,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager st,55.65878,12.62348,Entire home/apt,3400,5,0,89,Villa in Copenhagen ·,,4.0,4.0,2.0
Nrrebro,55.68947,12.56092,Entire home/apt,1006,1,18,164,Rental unit in Copenhagen · ★,4.72,1.0,1.0,1.0
Amager st,55.66135,12.60487,Entire home/apt,800,3,6,0,Rental unit in Copenhagen · ★,4.17,1.0,1.0,1.0
Amager Vest,55.65536,12.59199,Private room,215,5,0,0,Rental unit in Copenhagen ·,1.5,1.0,1.0,
Bispebjerg,55.70967,12.52944,Private room,357,30,6,241,Rental unit in Copenhagen · ★,4.33,1.0,1.0,
Frederiksberg,55.68522,12.53658,Entire home/apt,1143,1,33,0,Rental unit in Frederiksberg · ★,4.79,1.0,1.0,1.0
Bispebjerg,55.70802,12.52919,Private room,371,30,5,189,Rental unit in Copenhagen · ★,5.0,1.0,1.0,
Indre By,55.6827,12.57345,Entire home/apt,1841,3,37,0,Rental unit in Copenhagen · ★,4.43,,1.0,1.0
Vesterbro-Kongens Enghave,55.66655,12.55752,Entire home/apt,1500,9,0,322,Rental unit in Copenhagen ·,,3.0,3.0,1.0
sterbro,55.70120697620703,12.587933967515282,Entire home/apt,790,4,0,31,Rental unit in Copenhagen · ★New ·,,1.0,1.0,1.0
Indre By,55.6828,12.56368,Entire home/apt,1400,3,7,0,Condo in Copenhagen · ★,5.0,2.0,2.0,1.0
Frederiksberg,55.67907,12.52521,Entire home/apt,600,3,4,0,Rental unit in Frederiksberg · ★,5.0,2.0,2.0,1.0
Amager Vest,55.66046,12.56869,Entire home/apt,672,3,0,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Nrrebro,55.70006,12.5469,Entire home/apt,850,3,24,7,Rental unit in Copenhagen · ★,4.96,2.0,2.0,1.0
Amager st,55.65084,12.63355,Entire home/apt,900,2,4,0,Rental unit in Copenhagen · ★,4.75,2.0,2.0,1.0
Indre By,55.68642,12.58312,Entire home/apt,2400,7,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
sterbro,55.71338,12.56835,Entire home/apt,999,1,9,25,Condo in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.70354,12.54682,Entire home/apt,730,2,1,0,Condo in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.65251,12.53139,Entire home/apt,500,3,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Frederiksberg,55.67942,12.52217,Entire home/apt,1475,3,31,72,Rental unit in Frederiksberg · ★,4.84,2.0,2.0,1.0
Indre By,55.69406,12.57661,Entire home/apt,1000,7,0,0,Home in Copenhagen ·,2.5,3.0,3.0,5.0
Nrrebro,55.69318,12.55982,Entire home/apt,1214,3,11,296,Condo in Copenhagen · ★,4.82,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66525,12.55266,Entire home/apt,1200,1,0,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
sterbro,55.69674,12.57581,Private room,1430,3,1,87,Condo in Copenhagen ·,,1.0,1.0,
Nrrebro,55.6929,12.54966,Entire home/apt,600,2,7,251,Rental unit in Copenhagen · ★,4.71,2.0,2.0,1.0
Amager st,55.66224,12.62016,Private room,400,3,5,119,Rental unit in Copenhagen · ★,5.0,,1.0,
Amager Vest,55.63117,12.57368,Private room,348,7,13,167,Aparthotel in Copenhagen · ★,4.62,1.0,1.0,
sterbro,55.72066,12.56321,Private room,499,1,4,0,Rental unit in Copenhagen · ★,3.75,1.0,1.0,5.0
Bispebjerg,55.70172,12.53188,Private room,300,1,0,0,Condo in Copenhagen ·,,1.0,1.0,
Valby,55.65947723388672,12.51089859008789,Entire home/apt,7440,1,0,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Amager Vest,55.65659,12.59177,Entire home/apt,1500,1,4,365,Loft in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager Vest,55.65659,12.59186,Entire home/apt,1100,1,2,365,Loft in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.6236519,12.5712645,Entire home/apt,2947,1,0,304,Rental unit in Copenhagen ·,,3.0,3.0,1.0
Amager Vest,55.6566,12.5918,Entire home/apt,1658,1,1,365,Loft in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.6236519,12.5712645,Entire home/apt,2793,1,0,295,Rental unit in Copenhagen ·,,3.0,3.0,1.0
Indre By,55.68571090698242,12.61570167541504,Entire home/apt,3688,1,0,324,Rental unit in Copenhagen ·,,3.0,3.0,1.0
Amager Vest,55.6566,12.59186,Entire home/apt,1250,1,0,364,Loft in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.61692810058594,12.568370819091797,Entire home/apt,7440,1,0,0,Rental unit in Copenhagen ·,,3.0,3.0,1.0
sterbro,55.7132,12.57186,Entire home/apt,800,1,11,358,Rental unit in Copenhagen · ★,4.91,1.0,1.0,1.0
Frederiksberg,55.67657,12.55222,Entire home/apt,500,3,20,0,Rental unit in Frederiksberg · ★,5.0,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.650203704833984,12.556180953979492,Entire home/apt,7440,1,2,0,Rental unit in Copenhagen ·,,3.0,3.0,0.0
Indre By,55.68571090698242,12.61570167541504,Entire home/apt,7440,1,0,0,Rental unit in Copenhagen ·,,3.0,3.0,1.0
sterbro,55.7013,12.5773,Entire home/apt,700,2,22,13,Rental unit in Copenhagen · ★,4.91,1.0,1.0,1.0
Brnshj-Husum,55.706779,12.500888,Private room,527,3,14,31,Villa in Copenhagen · ★,4.86,1.0,1.0,
Nrrebro,55.68613,12.54891,Entire home/apt,900,3,0,0,Rental unit in Frederiksberg ·,,2.0,2.0,1.0
Valby,55.66226,12.50858,Entire home/apt,677,2,4,253,Condo in Copenhagen · ★,4.5,1.0,1.0,1.0
sterbro,55.707136659026574,12.58305548465577,Entire home/apt,1199,3,12,181,Condo in Copenhagen · ★,4.58,,2.0,1.0
Bispebjerg,55.70882,12.53694,Entire home/apt,800,6,24,24,Rental unit in Copenhagen · ★,4.71,,1.0,5.0
sterbro,55.70438,12.59067,Entire home/apt,1050,5,6,88,Rental unit in Copenhagen · ★,4.83,1.0,1.0,1.0
Valby,55.65279,12.48775,Entire home/apt,329,3,4,0,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Indre By,55.67896,12.56702,Entire home/apt,750,3,26,0,Rental unit in Copenhagen · ★,4.81,,1.0,1.0
Vesterbro-Kongens Enghave,55.6435967,12.5340823,Entire home/apt,999,4,0,32,Home in Copenhagen · ★New ·,,2.0,2.0,1.0
Frederiksberg,55.67061,12.51653,Entire home/apt,980,3,14,0,Rental unit in Frederiksberg · ★,4.93,2.0,2.0,1.0
sterbro,55.71093,12.56771,Entire home/apt,764,3,3,2,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
sterbro,55.71177,12.57351,Entire home/apt,650,5,2,0,Condo in Copenhagen ·,,1.0,1.0,1.0
Frederiksberg,55.68293,12.5042,Entire home/apt,205,1,0,0,Rental unit in Frederiksberg ·,,2.0,2.0,1.0
Frederiksberg,55.6804,12.54956,Entire home/apt,1000,3,4,0,Rental unit in Frederiksberg · ★,5.0,,1.0,1.0
Nrrebro,55.68681,12.55683,Private room,821,4,31,113,Guest suite in Copenhagen · ★,4.68,1.0,1.0,2.0
Nrrebro,55.69901,12.55765,Private room,500,4,25,0,Guest suite in Copenhagen · ★,4.64,1.0,1.0,2.0
Indre By,55.69171,12.57651,Entire home/apt,2000,5,1,190,Townhouse in Copenhagen ·,2.5,4.0,4.0,5.0
Amager st,55.665218,12.618895,Entire home/apt,1086,1,36,309,Serviced apartment in Copenhagen · ★,4.75,2.0,2.0,1.0
Amager st,55.665218,12.618895,Entire home/apt,903,1,326,365,Serviced apartment in Copenhagen · ★,4.6,1.0,1.0,1.0
Amager Vest,55.63214,12.57305,Private room,348,7,18,124,Aparthotel in Copenhagen · ★,4.67,1.0,1.0,
Vanlse,55.6984,12.52017,Entire home/apt,550,4,5,0,Condo in Copenhagen · ★,4.6,2.0,2.0,1.0
Amager Vest,55.63013,12.57344,Private room,348,7,13,63,Aparthotel in Copenhagen · ★,4.54,1.0,1.0,
Amager st,55.66605,12.62702,Entire home/apt,998,3,15,64,Condo in Copenhagen · ★,4.6,1.0,1.0,1.0
Amager Vest,55.63216,12.57275,Private room,348,7,10,243,Aparthotel in Copenhagen · ★,4.1,1.0,1.0,
Amager Vest,55.6321,12.57283,Private room,348,7,10,158,Aparthotel in Copenhagen · ★,4.5,1.0,1.0,
Nrrebro,55.69235,12.55346,Entire home/apt,921,2,91,23,Rental unit in Copenhagen · ★,4.56,1.0,1.0,1.0
Amager Vest,55.63224,12.57252,Private room,348,7,23,131,Aparthotel in Copenhagen · ★,4.48,1.0,1.0,
Amager Vest,55.65567,12.59772,Entire home/apt,1400,8,7,262,Rental unit in Copenhagen · ★,4.86,2.0,2.0,1.0
Amager Vest,55.63016,12.57428,Private room,348,7,10,161,Aparthotel in Copenhagen · ★,4.5,1.0,1.0,
Vesterbro-Kongens Enghave,55.65164,12.55642,Entire home/apt,750,4,4,1,Condo in Copenhagen · ★,4.75,1.0,1.0,1.0
Amager st,55.665597607021446,12.602972338750162,Entire home/apt,1500,3,18,10,Condo in Copenhagen · ★,4.89,2.0,2.0,5.0
Frederiksberg,55.67981,12.50687,Entire home/apt,1500,6,2,62,Villa in Frederiksberg ·,,2.0,2.0,2.0
sterbro,55.71892,12.59902,Entire home/apt,901,2,10,211,Boat in Copenhagen · ★,4.9,1.0,1.0,1.0
Frederiksberg,55.68346,12.52333,Entire home/apt,519,2,7,0,Rental unit in Frederiksberg · ★,4.43,1.0,1.0,1.0
Valby,55.67191,12.48811,Private room,389,1,0,58,Rental unit in Copenhagen ·,,1.0,1.0,
Vesterbro-Kongens Enghave,55.67002,12.55359,Entire home/apt,1150,14,9,110,Rental unit in Copenhagen · ★,4.67,2.0,2.0,1.0
Amager Vest,55.63191,12.57433,Private room,348,7,9,171,Aparthotel in Copenhagen · ★,4.56,1.0,1.0,
Amager Vest,55.63028,12.57484,Private room,348,7,17,141,Aparthotel in Copenhagen · ★,4.76,1.0,1.0,
Vesterbro-Kongens Enghave,55.66646,12.55312,Entire home/apt,750,2,34,8,Rental unit in Copenhagen · ★,4.82,1.0,1.0,1.0
Amager Vest,55.63038,12.57309,Private room,348,7,12,139,Aparthotel in Copenhagen · ★,4.75,1.0,1.0,
Vesterbro-Kongens Enghave,55.66844,12.549,Entire home/apt,437,4,10,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager Vest,55.66494,12.59841,Entire home/apt,1100,2,3,0,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Indre By,55.69084,12.57445,Entire home/apt,950,4,1,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
sterbro,55.70665,12.58151,Entire home/apt,1386,1,9,18,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager Vest,55.65487,12.60248,Entire home/apt,805,5,5,0,Rental unit in Copenhagen · ★,4.6,1.0,1.0,1.0
Indre By,55.6921,12.57143,Entire home/apt,1330,5,12,44,Condo in Copenhagen · ★,5.0,2.0,2.0,1.0
Brnshj-Husum,55.70613,12.48821,Entire home/apt,1600,5,1,0,Home in Copenhagen ·,2.5,4.0,4.0,5.0
Nrrebro,55.70609,12.55545,Entire home/apt,899,1,4,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Bispebjerg,55.70771,12.53017,Entire home/apt,1100,3,12,92,Rental unit in Copenhagen · ★,4.92,2.0,2.0,1.0
Indre By,55.66976,12.57993,Entire home/apt,1379,5,11,33,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Indre By,55.6878,12.57241,Entire home/apt,1450,3,55,134,Rental unit in Copenhagen · ★,4.96,,1.0,1.0
Nrrebro,55.69057,12.56049,Private room,754,2,80,58,Rental unit in Copenhagen · ★,4.94,1.0,1.0,
Frederiksberg,55.67376,12.54123,Entire home/apt,2254,6,0,83,Rental unit in Frederiksberg ·,,3.0,3.0,1.0
Nrrebro,55.70007,12.55304,Entire home/apt,1000,2,9,0,Rental unit in Copenhagen · ★,4.78,1.0,1.0,1.0
sterbro,55.70246,12.59168,Entire home/apt,815,30,2,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Amager Vest,55.66804,12.57896,Entire home/apt,1409,2,23,63,Rental unit in Copenhagen · ★,4.91,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.671871,12.554055,Entire home/apt,2234,7,8,173,Condo in Copenhagen · ★,4.88,2.0,2.0,1.0
Amager Vest,55.66051,12.60214,Entire home/apt,2160,3,1,43,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Frederiksberg,55.67992,12.53941,Private room,480,3,10,9,Rental unit in Frederiksberg · ★,4.7,1.0,1.0,
sterbro,55.70625,12.58097,Entire home/apt,500,2,12,0,Rental unit in Copenhagen · ★,4.58,1.0,1.0,1.0
Indre By,55.68223,12.57396,Entire home/apt,1944,1,58,281,Rental unit in Copenhagen · ★,4.52,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66471,12.54057,Entire home/apt,850,4,5,0,Rental unit in Copenhagen · ★,5.0,2.0,2.0,5.0
Indre By,55.6716,12.59277,Entire home/apt,1310,3,1,218,Condo in Copenhagen ·,,2.0,2.0,1.0
Indre By,55.6786,12.57569,Entire home/apt,1200,4,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Bispebjerg,55.71949,12.55305,Entire home/apt,936,3,19,16,Condo in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.7033,12.5454,Entire home/apt,500,3,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66929,12.55006,Entire home/apt,900,2,0,76,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66861,12.55842,Entire home/apt,980,2,11,2,Condo in Copenhagen · ★,4.82,1.0,1.0,1.0
Brnshj-Husum,55.70703,12.49093,Entire home/apt,450,2,9,0,Rental unit in Copenhagen · ★,4.78,1.0,1.0,1.0
Nrrebro,55.68264,12.5577,Entire home/apt,1400,2,10,320,Condo in Copenhagen · ★,4.7,1.0,1.0,1.0
Bispebjerg,55.69884,12.53556,Entire home/apt,450,1,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66965,12.56285,Entire home/apt,650,3,0,0,Rental unit in Copenhagen ·,,2.0,2.0,1.0
Amager Vest,55.62332,12.57238,Entire home/apt,1250,3,0,0,Townhouse in Copenhagen ·,,2.0,2.0,2.0
sterbro,55.70833,12.57141,Entire home/apt,550,2,10,0,Condo in Copenhagen · ★,4.8,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66358,12.53795,Entire home/apt,1919,2,46,0,Rental unit in Copenhagen · ★,4.67,1.0,1.0,1.0
Frederiksberg,55.68464,12.53597,Entire home/apt,2143,2,11,20,Rental unit in Frederiksberg · ★,5.0,2.0,2.0,1.0
Valby,55.66711,12.50872,Entire home/apt,600,2,0,0,Rental unit in Copenhagen · Studio ·,,,1.0,1.0
Frederiksberg,55.66909,12.51642,Entire home/apt,986,1,13,33,Condo in Frederiksberg · ★,4.69,1.0,1.0,1.0
sterbro,55.71023,12.59786,Entire home/apt,600,3,7,0,Condo in Copenhagen · ★,5.0,1.0,1.0,1.0
Nrrebro,55.70397,12.54497,Private room,250,1,0,0,Rental unit in Copenhagen ·,,1.0,1.0,
Indre By,55.67595,12.57565,Entire home/apt,750,3,7,0,Rental unit in Copenhagen · ★,4.86,1.0,1.0,1.0
Amager Vest,55.66236,12.57084,Entire home/apt,2414,3,13,6,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Vanlse,55.68906,12.49686,Private room,313,1,30,51,Villa in Copenhagen · ★,4.8,1.0,1.0,5.0
Indre By,55.67801,12.56921,Entire home/apt,1000,2,17,0,Rental unit in Copenhagen · ★,4.82,1.0,1.0,1.0
Amager Vest,55.66611,12.5956,Entire home/apt,1629,3,30,321,Condo in Copenhagen · ★,5.0,2.0,2.0,1.0
Brnshj-Husum,55.70753,12.50676,Entire home/apt,850,3,1,3,Townhouse in Copenhagen ·,,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66785,12.54926,Entire home/apt,1150,2,3,34,Condo in Copenhagen · ★,5.0,1.0,1.0,1.0
Indre By,55.67366,12.59072,Entire home/apt,1850,3,12,0,Rental unit in Copenhagen · ★,4.83,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66812,12.55529,Entire home/apt,750,3,51,132,Rental unit in Copenhagen · ★,4.92,1.0,1.0,1.0
Bispebjerg,55.70613,12.53097,Entire home/apt,650,2,2,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Indre By,55.67833,12.58093,Entire home/apt,2000,30,0,89,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Vanlse,55.68584,12.49309,Private room,366,1,97,320,Villa in Copenhagen · ★,4.7,1.0,1.0,
Indre By,55.679901,12.602508,Entire home/apt,2000,2,36,250,Condo in Copenhagen · ★,4.92,2.0,2.0,1.0
Amager Vest,55.6633210086096,12.579789872160443,Entire home/apt,695,3,24,0,Condo in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager Vest,55.66394,12.59868,Entire home/apt,886,3,6,17,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.671131,12.562126,Entire home/apt,1250,2,6,0,Rental unit in Copenhagen · ★,5.0,2.0,2.0,1.0
Vesterbro-Kongens Enghave,55.66872,12.55625,Entire home/apt,500,2,28,0,Rental unit in Copenhagen · ★,4.86,1.0,1.0,1.0
Valby,55.65608,12.50771,Entire home/apt,2708,7,4,0,Serviced apartment in Copenhagen · ★,4.75,2.0,2.0,2.0
Amager st,55.6547,12.61259,Entire home/apt,693,5,13,97,Rental unit in Copenhagen · ★,4.54,1.0,1.0,1.0
Nrrebro,55.68998,12.55976,Entire home/apt,967,2,6,0,Rental unit in Copenhagen · ★,4.83,1.0,1.0,1.0
Indre By,55.67459,12.59931,Entire home/apt,971,14,1,15,Rental unit in Copenhagen ·,,2.0,2.0,2.0
Vesterbro-Kongens Enghave,55.64641,12.55224,Private room,564,2,51,7,Home in Copenhagen · ★,4.8,1.0,1.0,
Vesterbro-Kongens Enghave,55.67069,12.55081,Entire home/apt,760,5,2,3,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Nrrebro,55.68901,12.54638,Entire home/apt,1900,4,5,0,Rental unit in Copenhagen · ★,4.8,4.0,4.0,1.0
sterbro,55.70402,12.59008,Entire home/apt,1200,4,6,313,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.66851,12.55479,Entire home/apt,1000,2,8,0,Condo in Copenhagen · ★,5.0,1.0,1.0,1.0
Indre By,55.68703,12.5918,Entire home/apt,1600,10,14,0,Rental unit in Copenhagen · ★,4.86,1.0,1.0,1.0
Vanlse,55.69046,12.47964,Entire home/apt,899,3,3,0,Rental unit in Copenhagen · ★,4.67,1.0,1.0,1.0
Vesterbro-Kongens Enghave,55.67048,12.56129,Entire home/apt,1200,2,2,350,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Indre By,55.68163,12.5887,Entire home/apt,1943,2,17,331,Condo in Copenhagen · ★,4.94,1.0,1.0,1.0
Amager Vest,55.6446,12.61328,Private room,350,2,12,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,
Amager Vest,55.6237,12.56892,Entire home/apt,925,3,22,0,Rental unit in Copenhagen · ★,4.64,2.0,2.0,1.0
Nrrebro,55.7004,12.53998,Entire home/apt,395,2,0,0,Condo in Copenhagen ·,,1.0,1.0,1.0
Frederiksberg,55.68837,12.50581,Entire home/apt,914,2,3,88,Condo in Frederiksberg · ★,5.0,1.0,1.0,1.0
Indre By,55.68081,12.58844,Entire home/apt,2200,2,8,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Amager st,55.6608277363966,12.608867415574968,Entire home/apt,1543,3,10,136,Rental unit in Copenhagen · ★,4.7,2.0,2.0,1.0
Frederiksberg,55.67398,12.54441,Entire home/apt,2000,4,1,344,Rental unit in Frederiksberg ·,,2.0,2.0,1.0
Nrrebro,55.70445,12.54343,Private room,695,10,1,83,Bed and breakfast in Copenhagen ·,,5.0,5.0,5.0
Nrrebro,55.69742,12.54581,Entire home/apt,1400,4,31,127,Rental unit in Copenhagen · ★,4.68,2.0,2.0,1.0
Nrrebro,55.69123,12.55726,Entire home/apt,599,3,9,8,Rental unit in Copenhagen · ★,4.67,1.0,1.0,
Vesterbro-Kongens Enghave,55.66854,12.55013,Entire home/apt,795,4,8,0,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Vanlse,55.69171,12.51183,Entire home/apt,1500,5,8,0,Villa in Copenhagen · ★,5.0,2.0,2.0,2.0
Vesterbro-Kongens Enghave,55.668652,12.546286,Entire home/apt,850,5,6,0,Rental unit in Copenhagen · ★,4.33,1.0,1.0,1.0
Amager Vest,55.65921093065868,12.58630771086294,Private room,486,2,120,233,Rental unit in Copenhagen · ★,4.78,1.0,1.0,
Nrrebro,55.69899,12.5491,Entire home/apt,657,2,19,11,Rental unit in Copenhagen · ★,5.0,1.0,1.0,1.0
Brnshj-Husum,55.70568,12.49356,Entire home/apt,300,30,1,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Bispebjerg,55.70119,12.53393,Private room,230,4,1,0,Rental unit in Copenhagen ·,,1.0,1.0,
Nrrebro,55.69188,12.55762,Entire home/apt,900,1,4,0,Rental unit in Copenhagen · ★,4.5,1.0,1.0,1.0
Amager Vest,55.66369,12.5783,Entire home/apt,850,1,0,0,Rental unit in Copenhagen ·,,1.0,1.0,1.0
Indre By,55.671688079833984,12.574522972106934,Entire home/apt,1411,2,43,265,Rental unit in Copenhagen · ★,4.81,2.0,2.0,2.0
